Number	Source	Context	Possessor_animacy	Possessor_length 	Possessum_length 	Final_sibilancy 	Prototypicality	Genitive_type 	Register 
399	BLOG	or fullscreen? I'm guessing it starts as 1024x768. What is your monitor 's native resolution? Is it 1920x1200? Try to uncheck fullscreen before applying your changes	Y	2	2	N	N	s_gen 	OT
400	BLOG	"the plan was for Andrew Cartmel and other writers to delve deeply into the Doctor 's history, while revealing the Doctor as a Machiavellian chessmaster (shades of this were"	Y	2	1	N	N	s_gen 	OT
401	BLOG	", and avoid 66. Congestion and failed growth patterns are a threat to FFX 's success and drive jobs out to Loudoun, PWC, and beyond. # Fairfaxs"	Y	1	1	Y	N	s_gen 	OT
402	BLOG	"DEAD (1981) The premier "" cabin in the woods "" experience. Raimi 's horny hemlock tree rape scene slapped the censorship cuffs on it in German, Iceland"	Y	1	5	N	N	s_gen 	OT
403	BLOG	turn this whole day took. When I woke up I decided to check Emily 's Facebook page to see if she'd posted any sort of apology or whatnot but	Y	1	2	N	N	s_gen 	OT
404	BLOG	"intwined are the Times and the US government that it also spoke to the paper 's previous' reporting'): # After the Italian documentary was broadcast, the"	N	2	2	N	N	s_gen 	OT
405	BLOG	"current leading ideas have that all the giant planets have rocky cores. In Jupiter 's case, it'd be pretty big, perhaps 10 -- 20 Earth masses,"	Y	1	1	N	N	s_gen 	OT
406	BLOG	"(319/418) and learn how we can help enhance your journey through your family 's history. There you can purchase one of our Research in the States publications,"	Y	2	1	N	N	s_gen 	OT
407	BLOG	had to be portable. Included with the purchase of the first Walkman were Sony 's MDL-3L2 headphones and everything you needed to rock out to London Calling while roller skating	N	1	2	N	N	s_gen 	OT
408	BLOG	"Ankara No. 2 DM Court where the Fethullah Gulen trial was taking place. Yuksel 's claim was that "" there is a link between Gulen and the American Secret Service"	Y	1	1	N	N	s_gen 	OT
409	BLOG	", Renee fed the line with one hand, and the line passed between Renee 's body and my body and the cliff, keeping the fish in close. This"	Y	1	1	N	Y	s_gen 	OT
410	BLOG	"John E. Tate, who devised the policy of uncompromising resistance that would characterize Wal-Mart 's labor relations posture for decades to follow. That applied not only at the company"	Y	1	3	N	N	s_gen 	OT
411	BLOG	"putting together visual breakdowns of what people are reading and posting, a la Google 's perennially-fascinating Zeitgeist report. Maybe they'll expand their original editorial side, moving away"	N	1	3	N	N	s_gen 	OT
412	BLOG	", 2012 A look at RG3's rare misses # After looking at RG3 's numbers against the Vikings, I was mildly surprised to see that he had five"	Y	1	1	N	N	s_gen 	OT
413	BLOG	"compel that person to do so. # Note: I'm referring to Jarvis 's extreme scenario, where the other person involved is a person, for the sake"	N	1	2	N	N	s_gen 	OT
414	BLOG	"out of disgust, he because he's rehearsing a lovesick speech to his school 's alpha hottie (Nickelodeon star Victoria Justice), who keeps him as a friend-pet"	N	2	2	N	N	s_gen 	OT
415	BLOG	only reports one of the many bizarre events toward the end of Anna Nicole Smith 's life. Her entourage and environment was totally foul. It is not a coincidence	Y	3	1	N	N	s_gen 	OT
416	BLOG	keep up that kind of act for the rest of the debates. # Romney 's ability to repeat the falsehoods he's campaigned on was pretty entertaining. The other	Y	1	1	N	N	s_gen 	OT
417	BLOG	"who gave him his first scholarship offer back when he was at Auburn during Trey 's sophomore season, "" Wofford said. # What about No. 5? It will"	Y	1	2	N	N	s_gen 	OT
418	BLOG	"Ohio, when a peacock swooped in and attacked her. # According to Kylie 's parents, the peacock landed right by the girl, buzzing the top of her"	Y	1	1	N	N	s_gen 	OT
419	BLOG	sex without putting a gun to her head? Guess I would win Ben Stein 's money for knowing that rape laws typically permit a basis of psychological force. Good	Y	2	1	N	Y	s_gen 	OT
420	BLOG	"by the postal service for insufficient postage flies in the face if the Postmaster General 's letter, "" said Buehler. # No, Katie, it's because you"	Y	3	1	N	N	s_gen 	OT
421	BLOG	"Anatole Broyard as a template for his main character. In August 2012, Roth 's biographer, Blake Bailey, became an interlocutor who tried to change the Wikipedia entry"	Y	1	1	N	N	s_gen 	OT
422	BLOG	"# For more details on the reaction of thousands of Hungarians outraged by their government 's action, read our report here. # Demonstrations worldwide # Meanwhile, Armenians and"	N	2	1	N	N	s_gen 	OT
423	BLOG	"'re an alcoholic or not. And it's happening more frequently to men Joe 's age. This is why he wishes he had never left Canada, and why"	Y	2	1	N	N	s_gen 	OT
424	BLOG	"change a scene' usually means changing the characters and/or location. In Dan Brown 's The Lost Symbol, there are no fewer than 133 chapters. Each is a"	Y	2	3	N	Y	s_gen 	OT
425	BLOG	"burgeoning amateur squad. Abad will also oversee the team of surfers that represent SPY 's vintage-inspired Crosstown Collection--Nate Tyler, Joel Tudor, Jared Mell, Ryan Burch, and"	Y	1	3	N	N	s_gen 	OT
426	BLOG	"participating in future BOOK CLUB discussions, keep your eyes on Jen's and Nicole 's blogs for their giveaway/sign-up posts! # Love at First Book Club is a new"	Y	1	1	N	N	s_gen 	OT
427	BLOG	"the last three films. # Maybe the plan isn't to simply milk Lucasfilm 's existing properties, but to also produce original stories and other existing Disney properties under"	Y	1	2	N	N	s_gen 	OT
428	BLOG	"on the second of the day's three difficult climbs, Delgado attacked with Kelme 's Jose Recio. Somehow the pair managed to build a lead of over 7 minutes"	Y	1	2	N	N	s_gen 	OT
429	BLOG	", he was quite possible the epitome of evil in the 20th century. Hitler 's Pope (by John Cornwell) Pt.1 # To read more, click here and"	Y	1	1	N	N	s_gen 	OT
430	BLOG	presentations explaining their projects and goals to fellow journalists during the Online News Association conference 's Lightning Round. # Rouault: Local Data is a new digital toolkit that allows	N	5	2	N	N	s_gen 	OT
431	BLOG	BOB. # 4. One thing that hasn't changed is that Penn State 's defense is very good. Which defenders should cause IU particular concern? # Linebacker	N	2	1	N	N	s_gen 	OT
432	BLOG	"'s position on immigration is disastrous, and it is at odds with the party 's own values. # No party can win if it is seen as heartless."	N	2	2	N	N	s_gen 	OT
433	BLOG	to the Great Way and historically the Sangha has catered for all. Some people 's path may (for the moment) be just to burn some incense or circumambulate	Y	2	1	N	N	s_gen 	OT
434	BLOG	". Finishes at 98 IBUs and 9.4% ABV. # Bold and Robust Character Wyatt 's Barleywine from Moosejaw Pizza &; Dells Brewing Co. of Wisconsin Dells, Wisconsin An English-style"	Y	1	1	N	N	s_gen 	OT
435	BLOG	", but the fact is, lesser known atheist Youtubers have been pointing out Thunderf00t 's attitude problems for years. It's about time that everyone else started to catch"	Y	1	2	N	N	s_gen 	OT
436	BLOG	# I read what you said about Smolov here http: **32;682;TOOLONG. This guy 's circumstances are a little different than mine though. I have plenty of time to	Y	2	1	N	N	s_gen 	OT
437	BLOG	and it should be expected of him. # Lisa writes on Elaine &; Marysol 's confrontation: # The women and I were invited to a luncheon and fashion show	Y	3	1	N	N	s_gen 	OT
438	BLOG	"top charts, Apple's own apps, as well as Facebook's and Google 's dominate. Only Disney (with Temple Run: Brave) was also able to"	N	1	1	N	N	s_gen 	OT
439	BLOG	"is not working. And diminished support in Ohio for Romney, together with Obama 's successful grassroots efforts to get out the vote to young voters, will result in"	Y	1	3	N	N	s_gen 	OT
440	BLOG	he is still voting for Romney on Tuesday despite Obama's support for New Jersey 's recovery efforts. ' 5 Ohios' analyzed in swing state # Ohio could	N	2	2	N	N	s_gen 	OT
441	BLOG	"articulated in a few sentences, that that should be enough to pique the audience 's interest. That's often dismissed as crass and leads to vapid movies... but"	Y	2	1	Y	N	s_gen 	OT
442	BLOG	those Americans who will never be spared the sword of Islam. Safety from Islam 's brutality can not be bought by non-Muslims from Muslims at any price (a lesson	N	1	1	N	N	s_gen 	OT
443	BLOG	"to spiritual pride, which naturally leads to blindness to anything that transcends the individual 's own self and his desires. # I think this is also connected to the"	Y	2	2	N	N	s_gen 	OT
444	BLOG	like a rather large number. We don't get too involved in other people 's wars unless there are human rights issues at stake. (although our current Prime	Y	2	1	N	N	s_gen 	OT
445	BLOG	"be a dead letter. Same for Hillary. "" --- A theory of Petraeus 's retirement # So much for the "" security "" of the CIA's communication systems"	Y	1	1	N	N	s_gen 	OT
446	BLOG	"much, much more. # Ambassador Stevens was working to improve governance in Libya 's young democracy, a hot-button issue in the Middle East, North Africa and around"	N	1	2	N	N	s_gen 	OT
447	BLOG	"nothing. "" # Meador said she was "" amazed and inspired "" by Barbour 's determination to vote. # "" It was like a miracle that he was able"	Y	1	1	N	N	s_gen 	OT
448	BLOG	great mumblecore film? No. No. No. That should have been Faraci 's argument - that mumblecore proves its own irrelevance by producing absolute nothing. # As	Y	1	1	N	N	s_gen 	OT
449	BLOG	"of promoting a book, conference or website will be deleted so that this blog 's higher purpose isn't"	N	2	2	N	N	s_gen 	OT
450	BLOG	"needed one. And Lynchburg-based Southern Air, which services the refrigeration components on Fick 's trucks, fixed the compressor for free. # "" It's a shame for"	Y	1	1	N	Y	s_gen 	OT
451	BLOG	"and I are both ghetto nerd military grognard types who understand the silliness of Romney 's critique of a "" historically "" small military. # Killing power, lethality,"	Y	1	6	N	N	s_gen 	OT
452	BLOG	"saloon girls for the hostess and servers. "" But, unfortunately, Mr. Bill 's time was short lived. The history goes: "" But Patti's continued to"	Y	2	1	N	N	s_gen 	OT
453	BLOG	"magical romance and new adventure with King Rhamus's sister, Kasha, and Olga 's brother, Eric. If you loved Love's Captive, be enchanted with Volarn"	Y	1	2	N	Y	s_gen 	OT
454	BLOG	to achieve the frothed milk effect? Don't fret. Here's an insider 's secret -- A fancy espresso machine isn't necessary to prepare a homemade chai tea	Y	2	1	N	N	s_gen 	OT
455	BLOG	are simply NO women's sites that allow such repartee for women who support men 's rights. # I think most women have the complacement notion that other women support	Y	1	1	N	N	s_gen 	OT
456	BLOG	"keeps the songs below four minutes (which is only four times on the album 's 10 tracks),' Born to Sing: No Plan B' comes close"	N	2	2	N	N	s_gen 	OT
457	BLOG	"on them. # While the police were flipping through my wallet, my friend 's boyfriend took off. Spun out and stronger than most of the officers, he"	Y	2	1	N	Y	s_gen 	OT
458	BLOG	"for FIDAC and it's management team that they will continue to follow Mr. Farrell 's example of ethics, integrity, and soundness of purpose and Annaly will go on"	Y	2	3	N	N	s_gen 	OT
459	BLOG	"September 11 assault on the Benghazi consulate, with Republican lawmakers accusing President Barack Obama 's administration of misleading the public about its cause. # Congress has summoned officials to"	Y	3	1	N	N	s_gen 	OT
460	BLOG	"or not be mindful of your pre-birth diet. That probably contributes to your baby 's development and growth. If there are still misconceptions, talk to a professional."	Y	2	3	N	N	s_gen 	OT
461	BLOG	's not to like? I too thought the judges were quite harsh on Victoria 's dancing this week. It was an insane song to have to dance a Paso	Y	1	1	N	N	s_gen 	OT
462	BLOG	"this singular place twice. Here and in last week's column: "" World 's most loved cities. "" # What do people love about Paris? If you"	N	1	3	N	N	s_gen 	OT
463	BLOG	"so much. I don't even need to mention how much better the Weekend 's voice sounds throughout the record because you already know. No, I am not"	N	2	2	N	N	s_gen 	OT
464	BLOG	"potatoes in their respective frocks. By the looks of things, Rebecca and Erik 's marriage is not long for this world, and yes, Punky, that is"	Y	3	1	N	N	s_gen 	OT
465	BLOG	"on his part to stand up for the right to, uhm, hide one 's financial information. # But let's say that people are truly pissed -- he"	Y	1	2	N	N	s_gen 	OT
466	BLOG	"right. "" Sorry my son *ZAP*. "" And trying to help with Troi 's religious needs would probably put a strain on his vow of celibacy.) #"	Y	1	2	N	N	s_gen 	OT
467	BLOG	to be misunderstood. Ever since Wolfer the correlation holds with the exception of Waldmeier 's jump. Adjustments do NOT abound. The only adjustments ever made were by Wolf	Y	1	1	N	N	s_gen 	OT
